name,faction,parent,branch,gen,no_hotkey
CONTROLBAR:UpgradeMordorTrollCageLevel2,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1,FALSE
CONTROLBAR:UpgradeMordorTrollCageLevel3,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1,FALSE
CONTROLBAR:ConstructMordorSiegeWorks,mordor,,basic,0,FALSE
CONTROLBAR:ConstructMordorBatteringRam,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1,FALSE
CONTROLBAR:ConstructMordorCatapult,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1,FALSE
CONTROLBAR:NoAutoAcquire,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2,FALSE
CONTROLBAR:AutoAcquire,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2,FALSE
CONTROLBAR:ToggleTrebWeapon,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2,FALSE
CONTROLBAR:StopBombard,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2,FALSE
CONTROLBAR:SpecialAbilityHumanHeads,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorHumanHeads,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2,FALSE
CONTROLBAR:ConstructMordorGreatBeast,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1,FALSE
CONTROLBAR:GreatBeastChargeAttack,mordor,CONTROLBAR:ConstructMordorGreatBeast,basic,2,FALSE
CONTROLBAR:GreatBeastHouda,mordor,CONTROLBAR:ConstructMordorGreatBeast,basic,2,FALSE
CONTROLBAR:GreatBeastGrog,mordor,CONTROLBAR:ConstructMordorGreatBeast,basic,2,FALSE
CONTROLBAR:GreatBeastFear,mordor,CONTROLBAR:ConstructMordorGreatBeast,basic,2,FALSE
CONTROLBAR:ConstructMordorGrond,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1,FALSE
CONTROLBAR:UpgradeMordorSiegeWorksLevel2,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1,FALSE
CONTROLBAR:UpgradeMordorSiegeWorksLevel3,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1,FALSE
CONTROLBAR:ConstructMordorBattleTower,mordor,,basic,0,FALSE
CONTROLBAR:PurchaseUpgradeSentryTowerFireArrows,mordor,CONTROLBAR:ConstructMordorBattleTower,basic,1,FALSE
CONTROLBAR:BTBaradDur,mordor,CONTROLBAR:ConstructMordorBattleTower,basic,1,FALSE
CONTROLBAR:BTCirithUngol,mordor,CONTROLBAR:ConstructMordorBattleTower,basic,1,FALSE
CONTROLBAR:BTMinasMorgul,mordor,CONTROLBAR:ConstructMordorBattleTower,basic,1,FALSE
CONTROLBAR:BTRhun,mordor,CONTROLBAR:ConstructMordorBattleTower,basic,1,FALSE
CONTROLBAR:ConstructMordorFortress,mordor,,basic,0,FALSE
CONTROLBAR:ConstructMordorPorter,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
CONTROLBAR:SelectRevivablesMordorFortress,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
CONTROLBAR:MordorGorbagHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:GorbagMorgulCunning,mordor,CONTROLBAR:MordorGorbagHotkey,basic,3,FALSE
CONTROLBAR:GorbagDropkick,mordor,CONTROLBAR:MordorGorbagHotkey,basic,3,FALSE
CONTROLBAR:GorbagBleedWeapon,mordor,CONTROLBAR:MordorGorbagHotkey,basic,3,FALSE
CONTROLBAR:GorbagLoyaltyWeapon,mordor,CONTROLBAR:MordorGorbagHotkey,basic,3,FALSE
CONTROLBAR:MordorShagratHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:ShagratPillagers,mordor,CONTROLBAR:MordorShagratHotkey,basic,3,FALSE
CONTROLBAR:ShagratLeadership,mordor,CONTROLBAR:MordorShagratHotkey,basic,3,FALSE
CONTROLBAR:AkhorahilHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:NineAreAbroad,mordor,CONTROLBAR:AkhorahilHotkey,basic,3,FALSE
CONTROLBAR:ScreechKhamul,mordor,CONTROLBAR:AkhorahilHotkey,basic,3,FALSE
CONTROLBAR:FellPursuit,mordor,CONTROLBAR:AkhorahilHotkey,basic,3,FALSE
CONTROLBAR:BlackBreath,mordor,CONTROLBAR:AkhorahilHotkey,basic,3,FALSE
CONTROLBAR:FellBeastUpgrade,mordor,CONTROLBAR:AkhorahilHotkey,basic,3,FALSE
CONTROLBAR:BlackBreathFellbeast,mordor,CONTROLBAR:AkhorahilHotkey,basic,3,FALSE
CONTROLBAR:UvathaHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:NineAreAbroad,mordor,CONTROLBAR:UvathaHotkey,basic,3,FALSE
CONTROLBAR:ScreechKhamul,mordor,CONTROLBAR:UvathaHotkey,basic,3,FALSE
CONTROLBAR:FellPursuit,mordor,CONTROLBAR:UvathaHotkey,basic,3,FALSE
CONTROLBAR:BlackBreath,mordor,CONTROLBAR:UvathaHotkey,basic,3,FALSE
CONTROLBAR:FellBeastUpgrade,mordor,CONTROLBAR:UvathaHotkey,basic,3,FALSE
CONTROLBAR:BlackBreathFellbeast,mordor,CONTROLBAR:UvathaHotkey,basic,3,FALSE
CONTROLBAR:MordorGothmogHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:GothmogToggleMounted,mordor,CONTROLBAR:MordorGothmogHotkey,basic,3,FALSE
CONTROLBAR:GothmogIronHand,mordor,CONTROLBAR:MordorGothmogHotkey,basic,3,FALSE
CONTROLBAR:GothmogOrcSummon,mordor,CONTROLBAR:MordorGothmogHotkey,basic,3,FALSE
OBJECT:HordeMordorMorgulOrcPike,mordor,CONTROLBAR:GothmogOrcSummon,basic,4,TRUE
CONTROLBAR:ToggleMorgulPikeFormation,mordor,CONTROLBAR:GothmogOrcSummon,basic,4,FALSE
CONTROLBAR:ToggleLineFormation,mordor,CONTROLBAR:GothmogOrcSummon,basic,4,FALSE
CONTROLBAR:GothmogSiegeMaster,mordor,CONTROLBAR:MordorGothmogHotkey,basic,3,FALSE
CONTROLBAR:GothmogIntoTheFray,mordor,CONTROLBAR:MordorGothmogHotkey,basic,3,FALSE
CONTROLBAR:MordorMouthofSauronHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:TheodenMountW,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3,FALSE
CONTROLBAR:MouthOfSauronDoubt,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3,FALSE
CONTROLBAR:MOSAmbassador,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3,FALSE
CONTROLBAR:MOSLieutenant,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3,FALSE
CONTROLBAR:MouthOfSauronDissent,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3,FALSE
CONTROLBAR:MordorMollokHotKey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:MordorMollokLeap,mordor,CONTROLBAR:MordorMollokHotKey,basic,3,FALSE
CONTROLBAR:MordorMollokReapingSlash,mordor,CONTROLBAR:MordorMollokHotKey,basic,3,FALSE
CONTROLBAR:MordorWitchKingOnFellBeastHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2,FALSE
CONTROLBAR:ChiefoftheNine,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3,FALSE
CONTROLBAR:DreadWrath,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3,FALSE
CONTROLBAR:MordorWitchkingMorgulCorruption,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3,FALSE
CONTROLBAR:OpenInTheNameOfMordor,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3,FALSE
CONTROLBAR:WKWordofPower,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3,FALSE
CONTROLBAR:SelectUpgradesMordorFortress,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeMordorFortressDoomPyres,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorFortressLavaMoat,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorFortressMagmaCauldrons,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorFortressFireArrows,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorFortressMorgulSorcery,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorFortressMorgulSpire,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2,FALSE
CONTROLBAR:FireWeaponMordorFortressMagmaCauldrons,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
CONTROLBAR:SpecialAbilityMountFellbeast,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
CONTROLBAR:ConstructMordorMorgulOrcHorde,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
CONTROLBAR:ToggleBlockFormation,mordor,CONTROLBAR:ConstructMordorMorgulOrcHorde,basic,2,FALSE
CONTROLBAR:ToggleLineFormation,mordor,CONTROLBAR:ConstructMordorMorgulOrcHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorForgedBlades,mordor,CONTROLBAR:ConstructMordorMorgulOrcHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorMorgulOrcHorde,basic,2,FALSE
CONTROLBAR:ConstructMordorVangaurdHorde,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
CONTROLBAR:TheodenMountW,mordor,CONTROLBAR:ConstructMordorVangaurdHorde,basic,2,FALSE
CONTROLBAR:VanguardWitchKingCommand,mordor,CONTROLBAR:ConstructMordorVangaurdHorde,basic,2,FALSE
CONTROLBAR:MordorFortressMorgulSpire,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,FALSE
OBJECT:MordorBuildingFoundation,mordor,CONTROLBAR:ConstructMordorFortress,basic,1,TRUE
CONTROLBAR:ConstructMordorWallCatapultExpansion,mordor,OBJECT:MordorBuildingFoundation,basic,2,FALSE
CONTROLBAR:NoAutoAcquire,mordor,CONTROLBAR:ConstructMordorWallCatapultExpansion,basic,3,FALSE
CONTROLBAR:AutoAcquire,mordor,CONTROLBAR:ConstructMordorWallCatapultExpansion,basic,3,FALSE
CONTROLBAR:ToggleTrebWeapon,mordor,CONTROLBAR:ConstructMordorWallCatapultExpansion,basic,3,FALSE
CONTROLBAR:StopBombard,mordor,CONTROLBAR:ConstructMordorWallCatapultExpansion,basic,3,FALSE
CONTROLBAR:SpecialAbilityHumanHeads,mordor,CONTROLBAR:ConstructMordorWallCatapultExpansion,basic,3,FALSE
CONTROLBAR:ConstructMordorBarricadeExpansion,mordor,OBJECT:MordorBuildingFoundation,basic,2,FALSE
CONTROLBAR:ConstructMordorGateWatchersExpansion,mordor,OBJECT:MordorBuildingFoundation,basic,2,FALSE
OBJECT:SummonedFellBeast,mordor,,power,0,TRUE
CONTROLBAR:ScreechSummonedFellbeasts,mordor,OBJECT:SummonedFellBeast,power,1,FALSE
OBJECT:WildShelob,mordor,,power,0,TRUE
CONTROLBAR:ShelobDarkDeterrent,mordor,OBJECT:WildShelob,power,1,FALSE
CONTROLBAR:ShelobFellStinger,mordor,OBJECT:WildShelob,power,1,FALSE
CONTROLBAR:ConstructArnorFarm,rivendell,,basic,0,FALSE
CONTROLBAR:ConstructRivendellBlacksmith,rivendell,,basic,0,FALSE
CONTROLBAR:PurchaseTechnologyArnorBasicTraining,rivendell,CONTROLBAR:ConstructRivendellBlacksmith,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyArnorForgedBlades,rivendell,CONTROLBAR:ConstructRivendellBlacksmith,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyArnorHeavyArmor,rivendell,CONTROLBAR:ConstructRivendellBlacksmith,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyArnorFireArrows,rivendell,CONTROLBAR:ConstructRivendellBlacksmith,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyRivendellAnduril,rivendell,CONTROLBAR:ConstructRivendellBlacksmith,basic,1,FALSE
CONTROLBAR:ConstructArnorArcheryRange,rivendell,,basic,0,FALSE
CONTROLBAR:ConstructRivendellHobbitShirrif,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,rivendell,CONTROLBAR:ConstructRivendellHobbitShirrif,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorBasicTraining,rivendell,CONTROLBAR:ConstructRivendellHobbitShirrif,basic,2,FALSE
CONTROLBAR:ConstructTookArcherHorde,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:ArcherBarrage,rivendell,CONTROLBAR:ConstructTookArcherHorde,basic,2,FALSE
CONTROLBAR:ArnorFireArrowUpgrade,rivendell,CONTROLBAR:ConstructTookArcherHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorBasicTraining,rivendell,CONTROLBAR:ConstructTookArcherHorde,basic,2,FALSE
CONTROLBAR:ConstructBreeTownsguardHorde,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:TogglePorcupineFormation,rivendell,CONTROLBAR:ConstructBreeTownsguardHorde,basic,2,FALSE
CONTROLBAR:BreeArmor,rivendell,CONTROLBAR:ConstructBreeTownsguardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorForgedBlades,rivendell,CONTROLBAR:ConstructBreeTownsguardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeDunedainCaptainforBree,rivendell,CONTROLBAR:ConstructBreeTownsguardHorde,basic,2,FALSE
CONTROLBAR:ConstructArnorBatteringRam,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:DancingHobbits,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:ArnorFattyBolgerHotkey,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:FattyBolgerSpeed,rivendell,CONTROLBAR:ArnorFattyBolgerHotkey,basic,2,FALSE
CONTROLBAR:HornofBuckland,rivendell,CONTROLBAR:ArnorFattyBolgerHotkey,basic,2,FALSE
CONTROLBAR:ArnorFarmerMaggotHotkey,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:MaggotsHoundsLeadership,rivendell,CONTROLBAR:ArnorFarmerMaggotHotkey,basic,2,FALSE
CONTROLBAR:MaggotsFarm,rivendell,CONTROLBAR:ArnorFarmerMaggotHotkey,basic,2,FALSE
CONTROLBAR:ConstructArnorArcheryRangeLevel2Upgrade,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:ConstructArnorArcheryRangeLevel3Upgrade,rivendell,CONTROLBAR:ConstructArnorArcheryRange,basic,1,FALSE
CONTROLBAR:ConstructArnorStable,rivendell,,basic,0,FALSE
CONTROLBAR:ConstructArnorRangerHorde,rivendell,CONTROLBAR:ConstructArnorStable,basic,1,FALSE
CONTROLBAR:ArcherBarrage,rivendell,CONTROLBAR:ConstructArnorRangerHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeDunedainSwords,rivendell,CONTROLBAR:ConstructArnorRangerHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeDunedainSpears,rivendell,CONTROLBAR:ConstructArnorRangerHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorForgedBlades,rivendell,CONTROLBAR:ConstructArnorRangerHorde,basic,2,FALSE
CONTROLBAR:ArnorFireArrowUpgrade,rivendell,CONTROLBAR:ConstructArnorRangerHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeDunedainCaptain,rivendell,CONTROLBAR:ConstructArnorRangerHorde,basic,2,FALSE
CONTROLBAR:ConstructDunedainOutriderHorde,rivendell,CONTROLBAR:ConstructArnorStable,basic,1,FALSE
CONTROLBAR:ToggleWedgeFormation,rivendell,CONTROLBAR:ConstructDunedainOutriderHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorForgedBlades,rivendell,CONTROLBAR:ConstructDunedainOutriderHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeDunedainCaptain,rivendell,CONTROLBAR:ConstructDunedainOutriderHorde,basic,2,FALSE
CONTROLBAR:ConstructRivendellGreyCompanyHorde,rivendell,CONTROLBAR:ConstructArnorStable,basic,1,FALSE
CONTROLBAR:ToggleFaramirWeapons,rivendell,CONTROLBAR:ConstructRivendellGreyCompanyHorde,basic,2,FALSE
CONTROLBAR:GreyCompanyGrimResolve,rivendell,CONTROLBAR:ConstructRivendellGreyCompanyHorde,basic,2,FALSE
CONTROLBAR:GreyCompanySilentDefenders,rivendell,CONTROLBAR:ConstructRivendellGreyCompanyHorde,basic,2,FALSE
CONTROLBAR:GreyCompanyHunt,rivendell,CONTROLBAR:ConstructRivendellGreyCompanyHorde,basic,2,FALSE
CONTROLBAR:ValorousRecovery,rivendell,CONTROLBAR:ConstructRivendellGreyCompanyHorde,basic,2,FALSE
CONTROLBAR:ImladrisDunedainGarrison,rivendell,CONTROLBAR:ConstructArnorStable,basic,1,FALSE
CONTROLBAR:ElladanHotkey,rivendell,CONTROLBAR:ConstructArnorStable,basic,1,FALSE
CONTROLBAR:ElrohirLeadership,rivendell,CONTROLBAR:ElladanHotkey,basic,2,FALSE
CONTROLBAR:TwinsHeroesLeadership,rivendell,CONTROLBAR:ElladanHotkey,basic,2,FALSE
CONTROLBAR:ElrohirLeadership2,rivendell,CONTROLBAR:ElladanHotkey,basic,2,FALSE
CONTROLBAR:ElladanBrightBlade,rivendell,CONTROLBAR:ElladanHotkey,basic,2,FALSE
CONTROLBAR:ElrohirHotkey,rivendell,CONTROLBAR:ConstructArnorStable,basic,1,FALSE
CONTROLBAR:ElrohirLeadership,rivendell,CONTROLBAR:ElrohirHotkey,basic,2,FALSE
CONTROLBAR:TwinsHeroesLeadership,rivendell,CONTROLBAR:ElrohirHotkey,basic,2,FALSE
CONTROLBAR:ElrohirLeadership2,rivendell,CONTROLBAR:ElrohirHotkey,basic,2,FALSE
CONTROLBAR:ElrohirSwiftStrikes,rivendell,CONTROLBAR:ElrohirHotkey,basic,2,FALSE
CONTROLBAR:ConstructArnorBarracks,rivendell,,basic,0,FALSE
CONTROLBAR:ConstructElvenImladrisWarriorHordeS,rivendell,CONTROLBAR:ConstructArnorBarracks,basic,1,FALSE
CONTROLBAR:SongForVictory,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHordeS,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorHeavyArmor,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHordeS,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorForgedBlades,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHordeS,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorBasicTraining,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHordeS,basic,2,FALSE
CONTROLBAR:ConstructArnorShieldGuardHorde,rivendell,CONTROLBAR:ConstructArnorBarracks,basic,1,FALSE
CONTROLBAR:ToggleBlockFormation,rivendell,CONTROLBAR:ConstructArnorShieldGuardHorde,basic,2,FALSE
CONTROLBAR:SongForVictory,rivendell,CONTROLBAR:ConstructArnorShieldGuardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorHeavyArmor,rivendell,CONTROLBAR:ConstructArnorShieldGuardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorForgedBlades,rivendell,CONTROLBAR:ConstructArnorShieldGuardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorBasicTraining,rivendell,CONTROLBAR:ConstructArnorShieldGuardHorde,basic,2,FALSE
CONTROLBAR:ConstructElvenImladrisWarriorHorde,rivendell,CONTROLBAR:ConstructArnorBarracks,basic,1,FALSE
CONTROLBAR:ArcherBarrage,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHorde,basic,2,FALSE
CONTROLBAR:SongForVictory,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorHeavyArmor,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHorde,basic,2,FALSE
CONTROLBAR:ArnorFireArrowUpgrade,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorBasicTraining,rivendell,CONTROLBAR:ConstructElvenImladrisWarriorHorde,basic,2,FALSE
CONTROLBAR:BuildElvenRivendellLancers,rivendell,CONTROLBAR:ConstructArnorBarracks,basic,1,FALSE
CONTROLBAR:ToggleRivendellKnightWeapons,rivendell,CONTROLBAR:BuildElvenRivendellLancers,basic,2,FALSE
CONTROLBAR:SongForVictory,rivendell,CONTROLBAR:BuildElvenRivendellLancers,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorHeavyArmor,rivendell,CONTROLBAR:BuildElvenRivendellLancers,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorForgedBlades,rivendell,CONTROLBAR:BuildElvenRivendellLancers,basic,2,FALSE
CONTROLBAR:ArnorFireArrowUpgrade,rivendell,CONTROLBAR:BuildElvenRivendellLancers,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeArnorBasicTraining,rivendell,CONTROLBAR:BuildElvenRivendellLancers,basic,2,FALSE
CONTROLBAR:ConstructNoldorVeteransHorde,rivendell,CONTROLBAR:ConstructArnorBarracks,basic,1,FALSE
CONTROLBAR:ToggleVeteranLAWeapons,rivendell,CONTROLBAR:ConstructNoldorVeteransHorde,basic,2,FALSE
CONTROLBAR:LAVeteranEregion,rivendell,CONTROLBAR:ConstructNoldorVeteransHorde,basic,2,FALSE
CONTROLBAR:LAVeteranLastAlliance,rivendell,CONTROLBAR:ConstructNoldorVeteransHorde,basic,2,FALSE
CONTROLBAR:LAVeteranFallOfAngmar,rivendell,CONTROLBAR:ConstructNoldorVeteransHorde,basic,2,FALSE
CONTROLBAR:ValorousRecovery,rivendell,CONTROLBAR:ConstructNoldorVeteransHorde,basic,2,FALSE
CONTROLBAR:ConstructArnorBarracks2Upgrade,rivendell,CONTROLBAR:ConstructArnorBarracks,basic,1,FALSE
CONTROLBAR:ConstructArnorBarracksLevel3Upgrade,rivendell,CONTROLBAR:ConstructArnorBarracks,basic,1,FALSE
CONTROLBAR:ConstructArnorMarketPlace,rivendell,,basic,0,FALSE
CONTROLBAR:PurchaseTechnologyRivendellMedicine,rivendell,CONTROLBAR:ConstructArnorMarketPlace,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyRivendellLeithian,rivendell,CONTROLBAR:ConstructArnorMarketPlace,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyRivendellYavanna,rivendell,CONTROLBAR:ConstructArnorMarketPlace,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyRivendellFeanorSmithing,rivendell,CONTROLBAR:ConstructArnorMarketPlace,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyRivendellDagorlad,rivendell,CONTROLBAR:ConstructArnorMarketPlace,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyRivendellMalice,rivendell,CONTROLBAR:ConstructArnorMarketPlace,basic,1,FALSE
CONTROLBAR:ConstructArnorSentryTower,rivendell,,basic,0,FALSE
CONTROLBAR:GarrisonExit,rivendell,CONTROLBAR:ConstructArnorSentryTower,basic,1,FALSE
CONTROLBAR:UpgradeArnorFireArrowsBattleTower,rivendell,CONTROLBAR:ConstructArnorSentryTower,basic,1,FALSE
CONTROLBAR:ConstructArnorWell,rivendell,,basic,0,FALSE
CONTROLBAR:ConstructArnorStatue,rivendell,,basic,0,FALSE
CONTROLBAR:ConstructElvenWallHub,rivendell,,basic,0,FALSE
CONTROLBAR:Command_ElvenCastleWallHub_BeginWallSpan,rivendell,CONTROLBAR:ConstructElvenWallHub,basic,1,FALSE
CONTROLBAR:Command_ElvenWallUpgradeToHub,rivendell,CONTROLBAR:Command_ElvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:Command_ElvenWallUpgradeToRegularGate,rivendell,CONTROLBAR:Command_ElvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:Command_DwarvenWallUpgradeToPosternGate,rivendell,CONTROLBAR:Command_ElvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:Command_DwarvenWallUpgradeToTower,rivendell,CONTROLBAR:Command_ElvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:StartSelfRepair,rivendell,CONTROLBAR:Command_ElvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:ConstructArnorFortress,rivendell,,basic,0,FALSE
CONTROLBAR:ConstructMenPorter,rivendell,CONTROLBAR:ConstructArnorFortress,basic,1,FALSE
CONTROLBAR:Stop,rivendell,CONTROLBAR:ConstructMenPorter,basic,2,FALSE
CONTROLBAR:PorterExtinguishFire,rivendell,CONTROLBAR:ConstructMenPorter,basic,2,FALSE
CONTROLBAR:SelectRevivablesArnorFortress,rivendell,CONTROLBAR:ConstructArnorFortress,basic,1,FALSE
CONTROLBAR:ElvenArwenHotkey,rivendell,CONTROLBAR:SelectRevivablesArnorFortress,basic,2,FALSE
CONTROLBAR:DaughterElrond,rivendell,CONTROLBAR:ElvenArwenHotkey,basic,3,FALSE
CONTROLBAR:SpecialPowerUndomiel,rivendell,CONTROLBAR:ElvenArwenHotkey,basic,3,FALSE
CONTROLBAR:TinuvielBlessing,rivendell,CONTROLBAR:ElvenArwenHotkey,basic,3,FALSE
CONTROLBAR:ArwenImage,rivendell,CONTROLBAR:ElvenArwenHotkey,basic,3,FALSE
CONTROLBAR:ArwenEvenstar,rivendell,CONTROLBAR:ElvenArwenHotkey,basic,3,FALSE
CONTROLBAR:GildorHotkey,rivendell,CONTROLBAR:SelectRevivablesArnorFortress,basic,2,FALSE
CONTROLBAR:GildorLeadership,rivendell,CONTROLBAR:GildorHotkey,basic,3,FALSE
CONTROLBAR:GildorExiles,rivendell,CONTROLBAR:GildorHotkey,basic,3,FALSE
CONTROLBAR:SongToElbereth,rivendell,CONTROLBAR:GildorExiles,basic,4,FALSE
CONTROLBAR:GildorTelperion,rivendell,CONTROLBAR:GildorHotkey,basic,3,FALSE
CONTROLBAR:GondorHalbaradHotkey,rivendell,CONTROLBAR:SelectRevivablesArnorFortress,basic,2,FALSE
CONTROLBAR:ToggleFaramirWeapons,rivendell,CONTROLBAR:GondorHalbaradHotkey,basic,3,FALSE
CONTROLBAR:HalbaradUnerringLoyalty,rivendell,CONTROLBAR:GondorHalbaradHotkey,basic,3,FALSE
CONTROLBAR:HalbaradMuster,rivendell,CONTROLBAR:GondorHalbaradHotkey,basic,3,FALSE
CONTROLBAR:HalbaradPerseverance,rivendell,CONTROLBAR:GondorHalbaradHotkey,basic,3,FALSE
