name,faction,parent,branch,gen
CONTROLBAR:WildShelobPoisonedStinger,goblins,CONTROLBAR:ShelobHotkey,basic,3
CONTROLBAR:WildDrogothHotkey,goblins,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2
CONTROLBAR:SpecialAbilityDrogothFireball,goblins,CONTROLBAR:WildDrogothHotkey,basic,3
CONTROLBAR:SpecialAbilityWingBlast,goblins,CONTROLBAR:WildDrogothHotkey,basic,3
CONTROLBAR:SpecialAbilityDrogothFireflight,goblins,CONTROLBAR:WildDrogothHotkey,basic,3
CONTROLBAR:SpecialAbilityIncinerate,goblins,CONTROLBAR:WildDrogothHotkey,basic,3
CONTROLBAR:SelectUpgradesWildFortress,goblins,CONTROLBAR:ConstructWildFortress,basic,1
CONTROLBAR:PurchaseUpgradeWildFortressBatCloud,goblins,CONTROLBAR:SelectUpgradesWildFortress,basic,2
CONTROLBAR:PurchaseUpgradeWildFortressRazorSpines,goblins,CONTROLBAR:SelectUpgradesWildFortress,basic,2
CONTROLBAR:PurchaseUpgradeWildFortressFireArrows,goblins,CONTROLBAR:SelectUpgradesWildFortress,basic,2
CONTROLBAR:PurchaseUpgradeWildFortressWebCocoon,goblins,CONTROLBAR:SelectUpgradesWildFortress,basic,2
CONTROLBAR:PurchaseUpgradeWildFortressDragonNest,goblins,CONTROLBAR:SelectUpgradesWildFortress,basic,2
CONTROLBAR:PurchaseWildFireDrake,goblins,CONTROLBAR:ConstructWildFortress,basic,1
CONTROLBAR:SpecialAbilityFireDrakeInferno,goblins,CONTROLBAR:PurchaseWildFireDrake,basic,2
CONTROLBAR:RadialBack,goblins,CONTROLBAR:ConstructWildFortress,basic,1
OBJECT:WildBuildingFoundation,goblins,CONTROLBAR:ConstructWildFortress,basic,1
CONTROLBAR:ConstructWildBurrowsExpansion,goblins,OBJECT:WildBuildingFoundation,basic,2
CONTROLBAR:GarrisonExit,goblins,CONTROLBAR:ConstructWildBurrowsExpansion,basic,3
CONTROLBAR:EvacuateAll,goblins,CONTROLBAR:ConstructWildBurrowsExpansion,basic,3
CONTROLBAR:ConstructWildArrowDenExpansion,goblins,OBJECT:WildBuildingFoundation,basic,2
CONTROLBAR:ConstructWildSpiderHolesExpansion,goblins,OBJECT:WildBuildingFoundation,basic,2
CONTROLBAR:ConstructWildGiantSentryExpansion,goblins,OBJECT:WildBuildingFoundation,basic,2
CONTROLBAR:EvilPlayerExperienceMenu,goblins,,power,0
CONTROLBAR:AwakenWyrm,goblins,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:SpecialAbilityWyrmReposition,goblins,CONTROLBAR:AwakenWyrm,power,2
CONTROLBAR:SummonBalrog,goblins,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:SpecialAbilityIgnite,goblins,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityFireWhip,goblins,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogScream,goblins,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogBreath,goblins,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogWings,goblins,CONTROLBAR:SummonBalrog,power,2
OBJECT:InnTavern,goblins,,inn,0
CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,goblins,OBJECT:InnTavern,inn,1
CONTROLBAR:ThrowFireBombs,goblins,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,inn,2
CONTROLBAR:Knife,goblins,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,inn,2
CONTROLBAR:ArcherBarrage,goblins,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,inn,2
CONTROLBAR:PurchaseUpgradeWildForgedBlade,goblins,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,inn,2
CONTROLBAR:PurchaseUpgradeWildBasicTraining,goblins,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,inn,2
CONTROLBAR:ConstructAngmarMill,angmar,,basic,0
CONTROLBAR:ConstructAngmarBarracks,angmar,,basic,0
CONTROLBAR:ConstructAngmarThrallMaster,angmar,CONTROLBAR:ConstructAngmarBarracks,basic,1
CONTROLBAR:ThrallMasterUpgradeOrcWarriors,angmar,CONTROLBAR:ConstructAngmarThrallMaster,basic,2
CONTROLBAR:ThrallMasterUpgradeRhudaurSpearmen,angmar,CONTROLBAR:ConstructAngmarThrallMaster,basic,2
CONTROLBAR:ThrallMasterUpgradeRhudaurSlingers,angmar,CONTROLBAR:ConstructAngmarThrallMaster,basic,2
CONTROLBAR:ThrallMasterUpgradeWolfRiders,angmar,CONTROLBAR:ConstructAngmarThrallMaster,basic,2
CONTROLBAR:ConstructAngmarDarkDunedainHorde,angmar,CONTROLBAR:ConstructAngmarBarracks,basic,1
CONTROLBAR:AngmarChargeAttack,angmar,CONTROLBAR:ConstructAngmarDarkDunedainHorde,basic,2
CONTROLBAR:NecromancerDeathMask,angmar,CONTROLBAR:ConstructAngmarDarkDunedainHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarDarkIronBlades,angmar,CONTROLBAR:ConstructAngmarDarkDunedainHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarDarkIronMail,angmar,CONTROLBAR:ConstructAngmarDarkDunedainHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,angmar,CONTROLBAR:ConstructAngmarDarkDunedainHorde,basic,2
CONTROLBAR:PurchaseTechnologyDwarvenBasicTraining,angmar,CONTROLBAR:ConstructAngmarBarracks,basic,1
CONTROLBAR:ConstructAngmarDarkRangerHorde,angmar,CONTROLBAR:ConstructAngmarBarracks,basic,1
CONTROLBAR:ArcherBarrage,angmar,CONTROLBAR:ConstructAngmarDarkRangerHorde,basic,2
CONTROLBAR:MenLongShotAbility,angmar,CONTROLBAR:ConstructAngmarDarkRangerHorde,basic,2
CONTROLBAR:NecromancerDeathMask,angmar,CONTROLBAR:ConstructAngmarDarkRangerHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarIceArrows,angmar,CONTROLBAR:ConstructAngmarDarkRangerHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,angmar,CONTROLBAR:ConstructAngmarDarkRangerHorde,basic,2
CONTROLBAR:ConstructAngmarBarracks2Upgrade,angmar,CONTROLBAR:ConstructAngmarBarracks,basic,1
CONTROLBAR:ConstructAngmarBarracksLevel3Upgrade,angmar,CONTROLBAR:ConstructAngmarBarracks,basic,1
CONTROLBAR:ConstructAngmarDen,angmar,,basic,0
CONTROLBAR:ConstructAngmarDireWolfHorde,angmar,CONTROLBAR:ConstructAngmarDen,basic,1
CONTROLBAR:AngmarDireWolfHowl,angmar,CONTROLBAR:ConstructAngmarDireWolfHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarSpikedCollars,angmar,CONTROLBAR:ConstructAngmarDireWolfHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,angmar,CONTROLBAR:ConstructAngmarDireWolfHorde,basic,2
CONTROLBAR:ConstructAngmarHillTrollHorde,angmar,CONTROLBAR:ConstructAngmarDen,basic,1
CONTROLBAR:TogglePorcupineFormation,angmar,CONTROLBAR:ConstructAngmarHillTrollHorde,basic,2
CONTROLBAR:ToggleLineFormation,angmar,CONTROLBAR:ConstructAngmarHillTrollHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarDarkIronBlades,angmar,CONTROLBAR:ConstructAngmarHillTrollHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarDarkIronMail,angmar,CONTROLBAR:ConstructAngmarHillTrollHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,angmar,CONTROLBAR:ConstructAngmarHillTrollHorde,basic,2
CONTROLBAR:ConstructAngmarSnowTrollHorde,angmar,CONTROLBAR:ConstructAngmarDen,basic,1
CONTROLBAR:AngmarTrollChargeAttack,angmar,CONTROLBAR:ConstructAngmarSnowTrollHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarDarkIronBlades,angmar,CONTROLBAR:ConstructAngmarSnowTrollHorde,basic,2
CONTROLBAR:PurchaseUpgradeAngmarDarkIronMail,angmar,CONTROLBAR:ConstructAngmarSnowTrollHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,angmar,CONTROLBAR:ConstructAngmarSnowTrollHorde,basic,2
CONTROLBAR:ConstructAngmarDen2Upgrade,angmar,CONTROLBAR:ConstructAngmarDen,basic,1
CONTROLBAR:ConstructAngmarDen3Upgrade,angmar,CONTROLBAR:ConstructAngmarDen,basic,1
CONTROLBAR:ConstructAngmarHallofTwilight,angmar,,basic,0
CONTROLBAR:ConstructAngmarNecromancerHorde,angmar,CONTROLBAR:ConstructAngmarHallofTwilight,basic,1
CONTROLBAR:NecroBlackIce,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:NecroFellStrength,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:PurchaseUpgradeSoulFreeze,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:NecroSoulFreeze,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:PurchaseUpgradeWellOfSouls,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:NecroWellOfSouls,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:PurchaseUpgradeCorpseRain,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:NecroCorpseRain,angmar,CONTROLBAR:ConstructAngmarNecromancerHorde,basic,2
CONTROLBAR:ConstructAngmarHallofTwilight2Upgrade,angmar,CONTROLBAR:ConstructAngmarHallofTwilight,basic,1
CONTROLBAR:ConstructAngmarHallofTwilightLevel3Upgrade,angmar,CONTROLBAR:ConstructAngmarHallofTwilight,basic,1
CONTROLBAR:ConstructAngmarForgeWorks,angmar,,basic,0
CONTROLBAR:ConstructAngmarTrollSling,angmar,CONTROLBAR:ConstructAngmarForgeWorks,basic,1
CONTROLBAR:NoAutoAcquire,angmar,CONTROLBAR:ConstructAngmarTrollSling,basic,2
CONTROLBAR:AutoAcquire,angmar,CONTROLBAR:ConstructAngmarTrollSling,basic,2
CONTROLBAR:PurchaseUpgradeAngmarIceShot,angmar,CONTROLBAR:ConstructAngmarTrollSling,basic,2
CONTROLBAR:ToggleTrebWeapon,angmar,CONTROLBAR:ConstructAngmarTrollSling,basic,2
CONTROLBAR:StopBombard,angmar,CONTROLBAR:ConstructAngmarTrollSling,basic,2
CONTROLBAR:PurchaseTechnologyAngmarIceShot,angmar,CONTROLBAR:ConstructAngmarForgeWorks,basic,1
CONTROLBAR:PurchaseTechnologyAngmarDarkIronBlades,angmar,CONTROLBAR:ConstructAngmarForgeWorks,basic,1
CONTROLBAR:PurchaseTechnologyAngmarDarkIronMail,angmar,CONTROLBAR:ConstructAngmarForgeWorks,basic,1
CONTROLBAR:PurchaseTechnologyAngmarIceArrows,angmar,CONTROLBAR:ConstructAngmarForgeWorks,basic,1
CONTROLBAR:UpgradeAngmarForgeWorksLevel2,angmar,CONTROLBAR:ConstructAngmarForgeWorks,basic,1
CONTROLBAR:UpgradeAngmarForgeWorksLevel3,angmar,CONTROLBAR:ConstructAngmarForgeWorks,basic,1
CONTROLBAR:ConstructAngmarBattleTower,angmar,,basic,0
CONTROLBAR:GarrisonExit,angmar,CONTROLBAR:ConstructAngmarBattleTower,basic,1
CONTROLBAR:PurchaseTechnologyAngmarIceArrowsForBattleTower,angmar,CONTROLBAR:ConstructAngmarBattleTower,basic,1
CONTROLBAR:ConstructDwarvenWallHub,angmar,,basic,0
CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,angmar,CONTROLBAR:ConstructDwarvenWallHub,basic,1
CONTROLBAR:Command_AngmarWallUpgradeToHub,angmar,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:Command_AngmarWallUpgradeToRegularGate,angmar,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:ToggleGateOpenClose,angmar,CONTROLBAR:Command_AngmarWallUpgradeToRegularGate,basic,3
CONTROLBAR:Command_AngmarWallUpgradeToPosternGate,angmar,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:Command_AngmarWallUpgradeToTower,angmar,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:Command_AngmarWallUpgradeToCatapult,angmar,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:ConstructDwarvenFortress,angmar,,basic,0
CONTROLBAR:ConstructAngmarPorter,angmar,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:PorterExtinguishFire,angmar,CONTROLBAR:ConstructAngmarPorter,basic,2
CONTROLBAR:SelectRevivablesDwarvenFortress,angmar,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:AngmarHwaldarHotkey,angmar,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:HwaldarSummonHillmen1,angmar,CONTROLBAR:AngmarHwaldarHotkey,basic,3
CONTROLBAR:HwaldarSummonHillmen2,angmar,CONTROLBAR:AngmarHwaldarHotkey,basic,3
CONTROLBAR:AngmarMorgramirHotkey,angmar,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:BlackRiderMorgulBlade,angmar,CONTROLBAR:AngmarMorgramirHotkey,basic,3
CONTROLBAR:DarkGlory,angmar,CONTROLBAR:AngmarMorgramirHotkey,basic,3
CONTROLBAR:MorgramirRuin,angmar,CONTROLBAR:AngmarMorgramirHotkey,basic,3
CONTROLBAR:AngmarKarshHotkey,angmar,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:SpecialAbilityHeroBlink,angmar,CONTROLBAR:AngmarKarshHotkey,basic,3
CONTROLBAR:WhisperofDeath,angmar,CONTROLBAR:AngmarKarshHotkey,basic,3
CONTROLBAR:AngmarRogashHotkey,angmar,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:DominateTroll,angmar,CONTROLBAR:AngmarRogashHotkey,basic,3
CONTROLBAR:RogashLeap,angmar,CONTROLBAR:AngmarRogashHotkey,basic,3
CONTROLBAR:RageoftheNorth,angmar,CONTROLBAR:AngmarRogashHotkey,basic,3
CONTROLBAR:AngmarWitchKingHotkey,angmar,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:TheodenMount,angmar,CONTROLBAR:AngmarWitchKingHotkey,basic,3
CONTROLBAR:WitchkingMorgulCorruption,angmar,CONTROLBAR:AngmarWitchKingHotkey,basic,3
CONTROLBAR:WkTerribleFury,angmar,CONTROLBAR:AngmarWitchKingHotkey,basic,3
CONTROLBAR:HourOfTheWitchKing,angmar,CONTROLBAR:AngmarWitchKingHotkey,basic,3
CONTROLBAR:SelectUpgradesDwarvenFortress,angmar,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:PurchaseUpgradeAngmarFortressBanners,angmar,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeAngmarFortressHouseOfLamentation,angmar,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeAngmarFortressSpikes,angmar,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeAngmarFortressIceMunitions,angmar,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeAngmarFortressIceWalls,angmar,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeAngmarFortressSanctum,angmar,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:FireWeaponAngmarFortressSanctumFrostball,angmar,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:RadialBack,angmar,CONTROLBAR:ConstructDwarvenFortress,basic,1
OBJECT:AngmarBuildingFoundation,angmar,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:Command_ConstructAngmarWallHubExpansion,angmar,OBJECT:AngmarBuildingFoundation,basic,2
CONTROLBAR:ConstructAngmarBattleTowerExpansion,angmar,OBJECT:AngmarBuildingFoundation,basic,2
CONTROLBAR:ConstructAngmarKennelExpansion,angmar,OBJECT:AngmarBuildingFoundation,basic,2
CONTROLBAR:ConstructAngmarStoneThrowerExpansion,angmar,OBJECT:AngmarBuildingFoundation,basic,2
OBJECT:InnTavern,angmar,,inn,0
CONTROLBAR:ConstructAngmarWildmanHorde,angmar,OBJECT:InnTavern,inn,1
CONTROLBAR:PurchaseUpgradeIsengardTorches,angmar,CONTROLBAR:ConstructAngmarWildmanHorde,inn,2
CONTROLBAR:EvilPlayerExperienceMenu,angmar,,power,0
CONTROLBAR:SummonShadeOfWolf,angmar,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:ShadeChomp,angmar,CONTROLBAR:SummonShadeOfWolf,power,2
CONTROLBAR:SpecialAbilityDarkLordsLament,angmar,CONTROLBAR:SummonShadeOfWolf,power,2
CONTROLBAR:SpecialAbilityCallPack,angmar,CONTROLBAR:SummonShadeOfWolf,power,2
CONTROLBAR:SummonGiants,angmar,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:WildMountainGiantStomp,angmar,CONTROLBAR:SummonGiants,power,2
CONTROLBAR:KickAndPunch,angmar,CONTROLBAR:SummonGiants,power,2
CONTROLBAR:ThrowRocks,angmar,CONTROLBAR:SummonGiants,power,2
CONTROLBAR:ToggleTrebWeapon,angmar,CONTROLBAR:SummonGiants,power,2
CONTROLBAR:StopBombard,angmar,CONTROLBAR:SummonGiants,power,2
CONTROLBAR:SelectNearestBuilder,misc,,basic,0
CONTROLBAR:CancelBuild,misc,,basic,0
CONTROLBAR:SelectAllHeroes,misc,,basic,0
CONTROLBAR:AttackMove,misc,,basic,0
CONTROLBAR:SauronHotkey,misc,,basic,0
CONTROLBAR:SpecialAbilityFiresOfDoom,misc,CONTROLBAR:SauronHotkey,basic,1
CONTROLBAR:TerribleFury,misc,CONTROLBAR:SauronHotkey,basic,1
CONTROLBAR:GaladrielHotkey,misc,,basic,0
CONTROLBAR:GaladrielTornado,misc,CONTROLBAR:GaladrielHotkey,basic,1
CONTROLBAR:TerribleFury,misc,CONTROLBAR:GaladrielHotkey,basic,1
OBJECT:ShipWright,misc,,basic,0
CONTROLBAR:ConstructGoodTransportShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:GarrisonExit,misc,CONTROLBAR:ConstructGoodTransportShip,basic,2
CONTROLBAR:ConstructGoodShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:PurchaseUpgradeCirdansCraftwork,misc,CONTROLBAR:ConstructGoodShip,basic,2
CONTROLBAR:PurchaseUpgradeShipArmor,misc,CONTROLBAR:ConstructGoodShip,basic,2
CONTROLBAR:ConstructGoodFireShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:PurchaseUpgradeCirdansCraftwork,misc,CONTROLBAR:ConstructGoodFireShip,basic,2
CONTROLBAR:PurchaseUpgradeShipArmor,misc,CONTROLBAR:ConstructGoodFireShip,basic,2
CONTROLBAR:ConstructGoodBombardShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:PurchaseUpgradeCirdansCraftwork,misc,CONTROLBAR:ConstructGoodBombardShip,basic,2
CONTROLBAR:PurchaseUpgradeShipArmor,misc,CONTROLBAR:ConstructGoodBombardShip,basic,2
CONTROLBAR:ToggleTrebWeapon,misc,CONTROLBAR:ConstructGoodBombardShip,basic,2
CONTROLBAR:StopBombard,misc,CONTROLBAR:ConstructGoodBombardShip,basic,2
CONTROLBAR:ConstructEvilTransportShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:GarrisonExit,misc,CONTROLBAR:ConstructEvilTransportShip,basic,2
CONTROLBAR:ConstructEvilShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:PurchaseUpgradePirateFlag,misc,CONTROLBAR:ConstructEvilShip,basic,2
CONTROLBAR:PurchaseUpgradeShipArmor,misc,CONTROLBAR:ConstructEvilShip,basic,2
CONTROLBAR:ConstructEvilFireShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:PurchaseUpgradePirateFlag,misc,CONTROLBAR:ConstructEvilFireShip,basic,2
CONTROLBAR:PurchaseUpgradeShipArmor,misc,CONTROLBAR:ConstructEvilFireShip,basic,2
CONTROLBAR:ConstructEvilBombardShip,misc,OBJECT:ShipWright,basic,1
CONTROLBAR:PurchaseUpgradePirateFlag,misc,CONTROLBAR:ConstructEvilBombardShip,basic,2
CONTROLBAR:PurchaseUpgradeShipArmor,misc,CONTROLBAR:ConstructEvilBombardShip,basic,2
CONTROLBAR:ToggleTrebWeapon,misc,CONTROLBAR:ConstructEvilBombardShip,basic,2
CONTROLBAR:StopBombard,misc,CONTROLBAR:ConstructEvilBombardShip,basic,2
